concept_id,concept_code,concept_name,rxnorm_mapping
43205301,OMOP487286,eplerenone 25 MG Delayed Release Oral Tablet [EPLERENONE TEVA] Box of 90 by TEVA,Marketed Product
43161436,OMOP487287,eplerenone 25 MG Delayed Release Oral Tablet [EPLERENONE ZENTIVA],Branded Drug
40908925,OMOP2106887,eplerenone 25 MG Delayed Release Oral Tablet [EPLERENONE ZENTIVA] Box of 100,Branded Drug Box
41136482,OMOP2334444,eplerenone 25 MG Delayed Release Oral Tablet [EPLERENONE ZENTIVA] Box of 100 by Sanofi,Marketed Product
41314582,OMOP2512544,eplerenone 25 MG Delayed Release Oral Tablet [EPLERENONE ZENTIVA] Box of 20,Branded Drug Box
40948870,OMOP2146832,eplerenone 25 MG Delayed Release Oral Tablet [EPLERENONE ZENTIVA] Box of 20 by Sanofi,Marketed Product
43183331,OMOP487288,eplerenone 25 MG Delayed Release Oral Tablet [EPLERENONE ZENTIVA] Box of 30,Branded Drug Box
43194345,OMOP487289,eplerenone 25 MG Delayed Release Oral Tablet [EPLERENONE ZENTIVA] Box of 30 by Sanofi,Marketed Product
41190234,OMOP2388196,eplerenone 25 MG Delayed Release Oral Tablet [EPLERENONE ZENTIVA] Box of 50,Branded Drug Box
41073615,OMOP2271577,eplerenone 25 MG Delayed Release Oral Tablet [EPLERENONE ZENTIVA] Box of 50 by Sanofi,Marketed Product
43216204,OMOP487290,eplerenone 25 MG Delayed Release Oral Tablet [EPLERENONE ZENTIVA] Box of 90,Branded Drug Box
43161437,OMOP487291,eplerenone 25 MG Delayed Release Oral Tablet [EPLERENONE ZENTIVA] Box of 90 by Sanofi,Marketed Product
35410676,OMOP1144261,eplerenone 25 MG Delayed Release Oral Tablet [EPLERENONE ZYDUS],Branded Drug
35409161,OMOP1142746,eplerenone 25 MG Delayed Release Oral Tablet [EPLERENONE ZYDUS] Box of 30,Branded Drug Box
35407989,OMOP1141574,eplerenone 25 MG Delayed Release Oral Tablet [EPLERENONE ZYDUS] Box of 30 by Zydus,Marketed Product
35410675,OMOP1144260,eplerenone 25 MG Delayed Release Oral Tablet [EPLERENONE ZYDUS] Box of 90,Branded Drug Box
35407828,OMOP1141413,eplerenone 25 MG Delayed Release Oral Tablet [EPLERENONE ZYDUS] Box of 90 by Zydus,Marketed Product
41314587,OMOP2512549,eplerenone 25 MG Delayed Release Oral Tablet [Eplerenon Heumann],Branded Drug
41314586,OMOP2512548,eplerenone 25 MG Delayed Release Oral Tablet [Eplerenon Heumann] Box of 50,Branded Drug Box
41011211,OMOP2209173,eplerenone 25 MG Delayed Release Oral Tablet [Eplerenon Heumann] Box of 50 by Heumann,Marketed Product
40877885,OMOP2075847,eplerenone 25 MG Delayed Release Oral Tablet [Eplerenon Puren],Branded Drug
40846761,OMOP2044723,eplerenone 25 MG Delayed Release Oral Tablet [Eplerenon Puren] Box of 100,Branded Drug Box
41260925,OMOP2458887,eplerenone 25 MG Delayed Release Oral Tablet [Eplerenon Puren] Box of 100 by Puren,Marketed Product
41127622,OMOP2325584,eplerenone 25 MG Delayed Release Oral Tablet [Eplerenon Stada],Branded Drug
41314583,OMOP2512545,eplerenone 25 MG Delayed Release Oral Tablet [Eplerenon Stada] Box of 100,Branded Drug Box
41042307,OMOP2240269,eplerenone 25 MG Delayed Release Oral Tablet [Eplerenon Stada] Box of 100 by Stada,Marketed Product
41159102,OMOP2357064,eplerenone 25 MG Delayed Release Oral Tablet [Eplerenon Stada] Box of 20,Branded Drug Box
41323396,OMOP2521358,eplerenone 25 MG Delayed Release Oral Tablet [Eplerenon Stada] Box of 20 by Stada,Marketed Product
41221385,OMOP2419347,eplerenone 25 MG Delayed Release Oral Tablet [Eplerenon Stada] Box of 50,Branded Drug Box
41042308,OMOP2240270,eplerenone 25 MG Delayed Release Oral Tablet [Eplerenon Stada] Box of 50 by Stada,Marketed Product
43150253,OMOP487292,eplerenone 25 MG Delayed Release Oral Tablet [EPLERERONE EG],Branded Drug
43194346,OMOP487293,eplerenone 25 MG Delayed Release Oral Tablet [EPLERERONE EG] Box of 30,Branded Drug Box
43183332,OMOP487294,eplerenone 25 MG Delayed Release Oral Tablet [EPLERERONE EG] Box of 30 by Eurogenerics,Marketed Product
43139316,OMOP487295,eplerenone 25 MG Delayed Release Oral Tablet [EPLERERONE EG] Box of 90,Branded Drug Box
43183333,OMOP487296,eplerenone 25 MG Delayed Release Oral Tablet [EPLERERONE EG] Box of 90 by Eurogenerics,Marketed Product
43139317,OMOP487297,eplerenone 25 MG Delayed Release Oral Tablet [Inspra],Branded Drug
40971171,OMOP2169133,eplerenone 25 MG Delayed Release Oral Tablet [Inspra] Box of 100,Branded Drug Box
44186396,OMOP3063119,eplerenone 25 MG Delayed Release Oral Tablet [Inspra] Box of 100 by Abacus Medicine,Marketed Product
41167723,OMOP2365685,eplerenone 25 MG Delayed Release Oral Tablet [Inspra] Box of 100 by Aca Mueller,Marketed Product
44163890,OMOP3040613,eplerenone 25 MG Delayed Release Oral Tablet [Inspra] Box of 100 by ADL,Marketed Product
41167722,OMOP2365684,eplerenone 25 MG Delayed Release Oral Tablet [Inspra] Box of 100 by Axicorp,Marketed Product
41073611,OMOP2271573,eplerenone 25 MG Delayed Release Oral Tablet [Inspra] Box of 100 by Beragena,Marketed Product
41260922,OMOP2458884,eplerenone 25 MG Delayed Release Oral Tablet [Inspra] Box of 100 by Docpharm,Marketed Product
44160125,OMOP3036848,eplerenone 25 MG Delayed Release Oral Tablet [Inspra] Box of 100 by Emra-Med,Marketed Product
40886624,OMOP2084586,eplerenone 25 MG Delayed Release Oral Tablet [Inspra] Box of 100 by Gerke,Marketed Product
44160124,OMOP3036847,eplerenone 25 MG Delayed Release Oral Tablet [Inspra] Box of 100 by Orifarm Leverkus,Marketed Product
44163889,OMOP3040612,eplerenone 25 MG Delayed Release Oral Tablet [Inspra] Box of 100 by Pfizer,Marketed Product
41011208,OMOP2209170,eplerenone 25 MG Delayed Release Oral Tablet [Inspra] Box of 100 by Veron,Marketed Product
40908924,OMOP2106886,eplerenone 25 MG Delayed Release Oral Tablet [Inspra] Box of 20,Branded Drug Box
41127621,OMOP2325583,eplerenone 25 MG Delayed Release Oral Tablet [Inspra] Box of 200,Branded Drug Box
44160126,OMOP3036849,eplerenone 25 MG Delayed Release Oral Tablet [Inspra] Box of 20 by Aca Mueller,Marketed Product
41136481,OMOP2334443,eplerenone 25 MG Delayed Release Oral Tablet [Inspra] Box of 20 by Beragena,Marketed Product
44171434,OMOP3048157,eplerenone 25 MG Delayed Release Oral Tablet [Inspra] Box of 20 by Cc,Marketed Product
44175171,OMOP3051894,eplerenone 25 MG Delayed Release Oral Tablet [Inspra] Box of 20 by Docpharm,Marketed Product
44167678,OMOP3044401,eplerenone 25 MG Delayed Release Oral Tablet [Inspra] Box of 20 by Eurim-Pharm,Marketed Product
41042305,OMOP2240267,eplerenone 25 MG Delayed Release Oral Tablet [Inspra] Box of 20 by Pfizer,Marketed Product
35750119,OMOP2751580,eplerenone 25 MG Delayed Release Oral Tablet [Inspra] Box of 28,Branded Drug Box
35763575,OMOP2765036,eplerenone 25 MG Delayed Release Oral Tablet [Inspra] Box of 28 by Mawdsley-Brooks,Marketed Product
35755274,OMOP2756735,eplerenone 25 MG Delayed Release Oral Tablet [Inspra] Box of 28 by Pfizer,Marketed Product
43139318,OMOP487298,eplerenone 25 MG Delayed Release Oral Tablet [Inspra] Box of 30,Branded Drug Box
35763573,OMOP2765034,eplerenone 25 MG Delayed Release Oral Tablet [Inspra] Box of 30 by DE,Marketed Product
35742685,OMOP2744146,eplerenone 25 MG Delayed Release Oral Tablet [Inspra] Box of 30 by Mawdsley-Brooks,Marketed Product
43194347,OMOP487299,eplerenone 25 MG Delayed Release Oral Tablet [Inspra] Box of 30 by Pfizer,Marketed Product
35746893,OMOP2748354,eplerenone 25 MG Delayed Release Oral Tablet [Inspra] Box of 30 by Sigma-Tau,Marketed Product
35763574,OMOP2765035,eplerenone 25 MG Delayed Release Oral Tablet [Inspra] Box of 30 by Waymade,Marketed Product
43161438,OMOP487300,eplerenone 25 MG Delayed Release Oral Tablet [Inspra] Box of 50,Branded Drug Box
41167724,OMOP2365686,eplerenone 25 MG Delayed Release Oral Tablet [Inspra] Box of 50 by Aca Mueller,Marketed Product
44182664,OMOP3059387,eplerenone 25 MG Delayed Release Oral Tablet [Inspra] Box of 50 by Axicorp,Marketed Product
41073614,OMOP2271576,eplerenone 25 MG Delayed Release Oral Tablet [Inspra] Box of 50 by Cc,Marketed Product
40855316,OMOP2053278,eplerenone 25 MG Delayed Release Oral Tablet [Inspra] Box of 50 by Docpharm,Marketed Product
44163891,OMOP3040614,eplerenone 25 MG Delayed Release Oral Tablet [Inspra] Box of 50 by Emra-Med,Marketed Product
41105072,OMOP2303034,eplerenone 25 MG Delayed Release Oral Tablet [Inspra] Box of 50 by Eurim-Pharm,Marketed Product
41073613,OMOP2271575,eplerenone 25 MG Delayed Release Oral Tablet [Inspra] Box of 50 by Gerke,Marketed Product
41199109,OMOP2397071,eplerenone 25 MG Delayed Release Oral Tablet [Inspra] Box of 50 by Pfizer,Marketed Product
43183334,OMOP487302,eplerenone 25 MG Delayed Release Oral Tablet [Inspra] Box of 90,Branded Drug Box
43139320,OMOP487303,eplerenone 25 MG Delayed Release Oral Tablet [Inspra] Box of 90 by Pfizer,Marketed Product
35742686,OMOP2744147,eplerenone 25 MG Delayed Release Oral Tablet [Inspra] by DE,Marketed Product
35759393,OMOP2760854,eplerenone 25 MG Delayed Release Oral Tablet [Inspra] by Mawdsley-Brooks,Marketed Product
35742687,OMOP2744148,eplerenone 25 MG Delayed Release Oral Tablet [Inspra] by Pfizer,Marketed Product
35755275,OMOP2756736,eplerenone 25 MG Delayed Release Oral Tablet [Inspra] by Sigma-Tau,Marketed Product
35772083,OMOP2773544,eplerenone 25 MG Delayed Release Oral Tablet [Inspra] by Waymade,Marketed Product
41204255,OMOP2402217,eplerenone 25 MG [Elecor],Branded Drug Comp
43588619,OMOP702691,eplerenone 25 MG [Eplerenhexal],Branded Drug Comp
41204254,OMOP2402216,eplerenone 25 MG [Eplerenon 1a Pharma],Branded Drug Comp
43624507,OMOP702688,eplerenone 25 MG [Eplerenon Abz],Branded Drug Comp
43642771,OMOP702692,eplerenone 25 MG [Eplerenon Al],Branded Drug Comp
43660932,OMOP702697,eplerenone 25 MG [Eplerenon Beta],Branded Drug Comp
43150246,OMOP487251,eplerenone 25 MG [EPLERENONE ARROW],Branded Drug Comp
35411082,OMOP1144667,eplerenone 25 MG [EPLERENONE BIOGARAN],Branded Drug Comp
43150247,OMOP487253,eplerenone 25 MG [EPLERENONE CRISTERS],Branded Drug Comp
43161433,OMOP487254,eplerenone 25 MG [EPLERENONE MYLAN],Branded Drug Comp
43216200,OMOP487255,eplerenone 25 MG [EPLERENONE PFIZER],Branded Drug Comp
43150248,OMOP487256,eplerenone 25 MG [EPLERENONE TEVA],Branded Drug Comp
43161434,OMOP487257,eplerenone 25 MG [EPLERENONE ZENTIVA],Branded Drug Comp
35409585,OMOP1143170,eplerenone 25 MG [EPLERENONE ZYDUS],Branded Drug Comp
43768562,OMOP702687,eplerenone 25 MG [Eplerenon Heumann],Branded Drug Comp
43768563,OMOP702693,eplerenone 25 MG [Eplerenon Puren],Branded Drug Comp
43822667,OMOP702686,eplerenone 25 MG [Eplerenon-Ratiopharm],Branded Drug Comp
43840762,OMOP702696,eplerenone 25 MG [Eplerenon Stada],Branded Drug Comp
43150249,OMOP487258,eplerenone 25 MG [EPLERERONE EG],Branded Drug Comp
43282686,OMOP530629,eplerenone 25 MG [Espler],Branded Drug Comp
43293592,OMOP530628,eplerenone 25 MG [Inpler],Branded Drug Comp
19121068,576108,eplerenone 25 MG [Inspra],Branded Drug Comp
1309800,351256,eplerenone 25 MG Oral Tablet,Clinical Drug
43255592,OMOP530630,eplerenone 25 MG Oral Tablet Box of 10,Clinical Drug Box
40867613,OMOP2065575,eplerenone 25 MG Oral Tablet Box of 100,Clinical Drug Box
41073619,OMOP2271581,eplerenone 25 MG Oral Tablet Box of 100 by Ratiopharm,Marketed Product
43277394,OMOP530633,eplerenone 25 MG Oral Tablet Box of 120,Clinical Drug Box
43288139,OMOP530631,eplerenone 25 MG Oral Tablet Box of 20,Clinical Drug Box
40929810,OMOP2127772,eplerenone 25 MG Oral Tablet Box of 200,Clinical Drug Box
41260927,OMOP2458889,eplerenone 25 MG Oral Tablet Box of 20 by Ratiopharm,Marketed Product
21114590,OMOP256109,eplerenone 25 MG Oral Tablet Box of 28,Clinical Drug Box
21114593,OMOP256117,eplerenone 25 MG Oral Tablet Box of 28 by A A H,Marketed Product
40734588,OMOP4722378,eplerenone 25 MG Oral Tablet Box of 28 by Accord,Marketed Product
21144013,OMOP256119,eplerenone 25 MG Oral Tablet Box of 28 by Actavis,Marketed Product
21134087,OMOP256114,eplerenone 25 MG Oral Tablet Box of 28 by Alliance,Marketed Product
21153947,OMOP256110,eplerenone 25 MG Oral Tablet Box of 28 by Aspire,Marketed Product
40734585,OMOP4722381,eplerenone 25 MG Oral Tablet Box of 28 by Consilient,Marketed Product
21144012,OMOP256111,eplerenone 25 MG Oral Tablet Box of 28 by Creo,Marketed Product
40734586,OMOP4722380,eplerenone 25 MG Oral Tablet Box of 28 by Crescent,Marketed Product
21065482,OMOP256116,eplerenone 25 MG Oral Tablet Box of 28 by DE,Marketed Product
21114591,OMOP256112,eplerenone 25 MG Oral Tablet Box of 28 by Kent,Marketed Product
40734587,OMOP4722379,eplerenone 25 MG Oral Tablet Box of 28 by Mylan,Marketed Product
21114592,OMOP256113,eplerenone 25 MG Oral Tablet Box of 28 by Pfizer,Marketed Product
21065483,OMOP256118,eplerenone 25 MG Oral Tablet Box of 28 by TEVA,Marketed Product
36813186,OMOP4827219,eplerenone 25 MG Oral Tablet Box of 28 by Tillomed,Marketed Product
21065484,OMOP256120,eplerenone 25 MG Oral Tablet Box of 28 by Zentiva,Marketed Product
21104801,OMOP256121,eplerenone 25 MG Oral Tablet Box of 30,Clinical Drug Box
43031120,OMOP4846184,eplerenone 25 MG Oral Tablet Box of 30 by Accord,Marketed Product
43031130,OMOP4846194,eplerenone 25 MG Oral Tablet Box of 30 by Arrow,Marketed Product
43031124,OMOP4846188,eplerenone 25 MG Oral Tablet Box of 30 by Biogaran,Marketed Product
43031127,OMOP4846191,eplerenone 25 MG Oral Tablet Box of 30 by Cristers,Marketed Product
43031123,OMOP4846187,eplerenone 25 MG Oral Tablet Box of 30 by Eurogenerics,Marketed Product
43031126,OMOP4846190,eplerenone 25 MG Oral Tablet Box of 30 by KRKA,Marketed Product
43031121,OMOP4846185,eplerenone 25 MG Oral Tablet Box of 30 by Mylan,Marketed Product
43031128,OMOP4846192,eplerenone 25 MG Oral Tablet Box of 30 by Pfizer,Marketed Product
43031125,OMOP4846189,eplerenone 25 MG Oral Tablet Box of 30 by Sandoz,Marketed Product
43031122,OMOP4846186,eplerenone 25 MG Oral Tablet Box of 30 by TEVA,Marketed Product
36813719,OMOP4827756,eplerenone 25 MG Oral Tablet Box of 30 by Xiromed,Marketed Product
43031119,OMOP4846183,eplerenone 25 MG Oral Tablet Box of 30 by Zentiva,Marketed Product
43031129,OMOP4846193,eplerenone 25 MG Oral Tablet Box of 30 by Zydus,Marketed Product
43293593,OMOP530634,eplerenone 25 MG Oral Tablet Box of 50,Clinical Drug Box
41136484,OMOP2334446,eplerenone 25 MG Oral Tablet Box of 50 by Ratiopharm,Marketed Product
43266383,OMOP530635,eplerenone 25 MG Oral Tablet Box of 60,Clinical Drug Box
43271881,OMOP530632,eplerenone 25 MG Oral Tablet Box of 90,Clinical Drug Box
43031140,OMOP4846204,eplerenone 25 MG Oral Tablet Box of 90 by Arrow,Marketed Product
43031135,OMOP4846199,eplerenone 25 MG Oral Tablet Box of 90 by Biogaran,Marketed Product
43031134,OMOP4846198,eplerenone 25 MG Oral Tablet Box of 90 by Eurogenerics,Marketed Product
43031137,OMOP4846201,eplerenone 25 MG Oral Tablet Box of 90 by KRKA,Marketed Product
43031132,OMOP4846196,eplerenone 25 MG Oral Tablet Box of 90 by Mylan,Marketed Product
43031138,OMOP4846202,eplerenone 25 MG Oral Tablet Box of 90 by Pfizer,Marketed Product
43031136,OMOP4846200,eplerenone 25 MG Oral Tablet Box of 90 by Sandoz,Marketed Product
43031133,OMOP4846197,eplerenone 25 MG Oral Tablet Box of 90 by TEVA,Marketed Product
43031131,OMOP4846195,eplerenone 25 MG Oral Tablet Box of 90 by Zentiva,Marketed Product
43031139,OMOP4846203,eplerenone 25 MG Oral Tablet Box of 90 by Zydus,Marketed Product
21104800,OMOP256105,eplerenone 25 MG Oral Tablet by A A H,Marketed Product
40734592,OMOP4722374,eplerenone 25 MG Oral Tablet by Accord,Marketed Product
21065481,OMOP256107,eplerenone 25 MG Oral Tablet by Actavis,Marketed Product
21153946,OMOP256102,eplerenone 25 MG Oral Tablet by Alliance,Marketed Product
21124208,OMOP256098,eplerenone 25 MG Oral Tablet by Aspire,Marketed Product
40734589,OMOP4722377,eplerenone 25 MG Oral Tablet by Consilient,Marketed Product
21173532,OMOP256099,eplerenone 25 MG Oral Tablet by Creo,Marketed Product
40734590,OMOP4722376,eplerenone 25 MG Oral Tablet by Crescent,Marketed Product
21055646,OMOP256103,eplerenone 25 MG Oral Tablet by DE,Marketed Product
21075421,OMOP256100,eplerenone 25 MG Oral Tablet by Kent,Marketed Product
40734591,OMOP4722375,eplerenone 25 MG Oral Tablet by Mylan,Marketed Product
21036028,OMOP256101,eplerenone 25 MG Oral Tablet by Pfizer,Marketed Product
21173533,OMOP256106,eplerenone 25 MG Oral Tablet by TEVA,Marketed Product
36812199,OMOP4826232,eplerenone 25 MG Oral Tablet by Tillomed,Marketed Product
36813830,OMOP4827868,eplerenone 25 MG Oral Tablet by Xiromed,Marketed Product
21163760,OMOP256108,eplerenone 25 MG Oral Tablet by Zentiva,Marketed Product
40846766,OMOP2044728,eplerenone 25 MG Oral Tablet [Elecor],Branded Drug
41096347,OMOP2294309,eplerenone 25 MG Oral Tablet [Elecor] Box of 100,Branded Drug Box
41260929,OMOP2458891,eplerenone 25 MG Oral Tablet [Elecor] Box of 100 by Emra-Med,Marketed Product
43768564,OMOP702706,eplerenone 25 MG Oral Tablet [Eplerenhexal],Branded Drug
41221389,OMOP2419351,eplerenone 25 MG Oral Tablet [Eplerenhexal] Box of 100,Branded Drug Box
41199110,OMOP2397072,eplerenone 25 MG Oral Tablet [Eplerenhexal] Box of 100 by Novartis,Marketed Product
40940186,OMOP2138148,eplerenone 25 MG Oral Tablet [Eplerenhexal] Box of 20,Branded Drug Box
41323398,OMOP2521360,eplerenone 25 MG Oral Tablet [Eplerenhexal] Box of 20 by Novartis,Marketed Product
41159104,OMOP2357066,eplerenone 25 MG Oral Tablet [Eplerenhexal] Box of 50,Branded Drug Box
40886633,OMOP2084595,eplerenone 25 MG Oral Tablet [Eplerenhexal] Box of 50 by Novartis,Marketed Product
43624508,OMOP702707,eplerenone 25 MG Oral Tablet [Eplerenhexal] by Hexal,Marketed Product
41127625,OMOP2325587,eplerenone 25 MG Oral Tablet [Eplerenon 1a Pharma],Branded Drug
41033649,OMOP2231611,eplerenone 25 MG Oral Tablet [Eplerenon 1a Pharma] Box of 100,Branded Drug Box
41073618,OMOP2271580,eplerenone 25 MG Oral Tablet [Eplerenon 1a Pharma] Box of 100 by 1 A,Marketed Product
41033650,OMOP2231612,eplerenone 25 MG Oral Tablet [Eplerenon 1a Pharma] Box of 20,Branded Drug Box
41105075,OMOP2303037,eplerenone 25 MG Oral Tablet [Eplerenon 1a Pharma] Box of 20 by 1 A,Marketed Product
41314591,OMOP2512553,eplerenone 25 MG Oral Tablet [Eplerenon 1a Pharma] Box of 50,Branded Drug Box
41260928,OMOP2458890,eplerenone 25 MG Oral Tablet [Eplerenon 1a Pharma] Box of 50 by 1 A,Marketed Product
43714617,OMOP702702,eplerenone 25 MG Oral Tablet [Eplerenon Abz],Branded Drug
41221391,OMOP2419353,eplerenone 25 MG Oral Tablet [Eplerenon Abz] Box of 100,Branded Drug Box
40886632,OMOP2084594,eplerenone 25 MG Oral Tablet [Eplerenon Abz] Box of 100 by AbZ-Pharma,Marketed Product
41064780,OMOP2262742,eplerenone 25 MG Oral Tablet [Eplerenon Abz] Box of 20,Branded Drug Box
41136488,OMOP2334450,eplerenone 25 MG Oral Tablet [Eplerenon Abz] Box of 20 by AbZ-Pharma,Marketed Product
41283294,OMOP2481256,eplerenone 25 MG Oral Tablet [Eplerenon Abz] Box of 50,Branded Drug Box
40886628,OMOP2084590,eplerenone 25 MG Oral Tablet [Eplerenon Abz] Box of 50 by AbZ-Pharma,Marketed Product
43678883,OMOP702703,eplerenone 25 MG Oral Tablet [Eplerenon Abz] by AbZ-Pharma,Marketed Product
43840763,OMOP702708,eplerenone 25 MG Oral Tablet [Eplerenon Al],Branded Drug
40908928,OMOP2106890,eplerenone 25 MG Oral Tablet [Eplerenon Al] Box of 100,Branded Drug Box
41292062,OMOP2490024,eplerenone 25 MG Oral Tablet [Eplerenon Al] Box of 100 by Aliud,Marketed Product
41002560,OMOP2200522,eplerenone 25 MG Oral Tablet [Eplerenon Al] Box of 20,Branded Drug Box
41073617,OMOP2271579,eplerenone 25 MG Oral Tablet [Eplerenon Al] Box of 20 by Aliud,Marketed Product
40908930,OMOP2106892,eplerenone 25 MG Oral Tablet [Eplerenon Al] Box of 50,Branded Drug Box
41042310,OMOP2240272,eplerenone 25 MG Oral Tablet [Eplerenon Al] Box of 50 by Aliud,Marketed Product
43696732,OMOP702710,eplerenone 25 MG Oral Tablet [Eplerenon Al] by Aliud,Marketed Product
43858837,OMOP702719,eplerenone 25 MG Oral Tablet [Eplerenon Beta],Branded Drug
40877886,OMOP2075848,eplerenone 25 MG Oral Tablet [Eplerenon Beta] Box of 100,Branded Drug Box
41105074,OMOP2303036,eplerenone 25 MG Oral Tablet [Eplerenon Beta] Box of 100 by Betapharm,Marketed Product
41159103,OMOP2357065,eplerenone 25 MG Oral Tablet [Eplerenon Beta] Box of 20,Branded Drug Box
41167725,OMOP2365687,eplerenone 25 MG Oral Tablet [Eplerenon Beta] Box of 20 by Betapharm,Marketed Product
40971174,OMOP2169136,eplerenone 25 MG Oral Tablet [Eplerenon Beta] Box of 50,Branded Drug Box
41199113,OMOP2397075,eplerenone 25 MG Oral Tablet [Eplerenon Beta] Box of 50 by Betapharm,Marketed Product
43732642,OMOP702721,eplerenone 25 MG Oral Tablet [Eplerenon Beta] by Betapharm,Marketed Product
43822668,OMOP702704,eplerenone 25 MG Oral Tablet [EPLERENONE MYLAN],Branded Drug
41283293,OMOP2481255,eplerenone 25 MG Oral Tablet [EPLERENONE MYLAN] Box of 100,Branded Drug Box
41230179,OMOP2428141,eplerenone 25 MG Oral Tablet [EPLERENONE MYLAN] Box of 100 by Mylan,Marketed Product
40908927,OMOP2106889,eplerenone 25 MG Oral Tablet [EPLERENONE MYLAN] Box of 20,Branded Drug Box
783370,OMOP4831200,eplerenone 25 MG Oral Tablet [EPLERENONE MYLAN] Box of 30,Branded Drug Box
783371,OMOP4831201,eplerenone 25 MG Oral Tablet [EPLERENONE MYLAN] Box of 30 by Mylan,Marketed Product
41127623,OMOP2325585,eplerenone 25 MG Oral Tablet [EPLERENONE MYLAN] Box of 50,Branded Drug Box
783372,OMOP4831202,eplerenone 25 MG Oral Tablet [EPLERENONE MYLAN] Box of 90,Branded Drug Box
783373,OMOP4831203,eplerenone 25 MG Oral Tablet [EPLERENONE MYLAN] Box of 90 by Mylan,Marketed Product
43786543,OMOP702705,eplerenone 25 MG Oral Tablet [EPLERENONE MYLAN] by Mylan,Marketed Product
43732641,OMOP702715,eplerenone 25 MG Oral Tablet [EPLERENONE PFIZER],Branded Drug
43678885,OMOP702716,eplerenone 25 MG Oral Tablet [EPLERENONE PFIZER] by Pfizer,Marketed Product
43696733,OMOP702713,eplerenone 25 MG Oral Tablet [EPLERENONE ZENTIVA],Branded Drug
40877883,OMOP2075845,eplerenone 25 MG Oral Tablet [EPLERENONE ZENTIVA] Box of 100,Branded Drug Box
40855317,OMOP2053279,eplerenone 25 MG Oral Tablet [EPLERENONE ZENTIVA] Box of 100 by Sanofi,Marketed Product
40908926,OMOP2106888,eplerenone 25 MG Oral Tablet [EPLERENONE ZENTIVA] Box of 20,Branded Drug Box
40855318,OMOP2053280,eplerenone 25 MG Oral Tablet [EPLERENONE ZENTIVA] Box of 20 by Sanofi,Marketed Product
41252377,OMOP2450339,eplerenone 25 MG Oral Tablet [EPLERENONE ZENTIVA] Box of 50,Branded Drug Box
41042306,OMOP2240268,eplerenone 25 MG Oral Tablet [EPLERENONE ZENTIVA] Box of 50 by Sanofi,Marketed Product
43714618,OMOP702714,eplerenone 25 MG Oral Tablet [EPLERENONE ZENTIVA] by Zentiva,Marketed Product
43588620,OMOP702700,eplerenone 25 MG Oral Tablet [Eplerenon Heumann],Branded Drug
41190235,OMOP2388197,eplerenone 25 MG Oral Tablet [Eplerenon Heumann] Box of 100,Branded Drug Box
40948874,OMOP2146836,eplerenone 25 MG Oral Tablet [Eplerenon Heumann] Box of 100 by Heumann,Marketed Product
41252383,OMOP2450345,eplerenone 25 MG Oral Tablet [Eplerenon Heumann] Box of 20,Branded Drug Box
40979883,OMOP2177845,eplerenone 25 MG Oral Tablet [Eplerenon Heumann] Box of 20 by Heumann,Marketed Product
40846762,OMOP2044724,eplerenone 25 MG Oral Tablet [Eplerenon Heumann] Box of 50,Branded Drug Box
40979880,OMOP2177842,eplerenone 25 MG Oral Tablet [Eplerenon Heumann] Box of 50 by Heumann,Marketed Product
43804565,OMOP702701,eplerenone 25 MG Oral Tablet [Eplerenon Heumann] by Heumann,Marketed Product
43588621,OMOP702711,eplerenone 25 MG Oral Tablet [Eplerenon Puren],Branded Drug
41002556,OMOP2200518,eplerenone 25 MG Oral Tablet [Eplerenon Puren] Box of 100,Branded Drug Box
41073616,OMOP2271578,eplerenone 25 MG Oral Tablet [Eplerenon Puren] Box of 100 by Puren,Marketed Product
41252382,OMOP2450344,eplerenone 25 MG Oral Tablet [Eplerenon Puren] Box of 20,Branded Drug Box
40886631,OMOP2084593,eplerenone 25 MG Oral Tablet [Eplerenon Puren] Box of 20 by Puren,Marketed Product
41252381,OMOP2450343,eplerenone 25 MG Oral Tablet [Eplerenon Puren] Box of 50,Branded Drug Box
41011213,OMOP2209175,eplerenone 25 MG Oral Tablet [Eplerenon Puren] Box of 50 by Puren,Marketed Product
43678884,OMOP702712,eplerenone 25 MG Oral Tablet [Eplerenon Puren] by Puren,Marketed Product
43804564,OMOP702698,eplerenone 25 MG Oral Tablet [Eplerenon-Ratiopharm],Branded Drug
43696731,OMOP702699,eplerenone 25 MG Oral Tablet [Eplerenon-Ratiopharm] by Ratiopharm,Marketed Product
43768565,OMOP702717,eplerenone 25 MG Oral Tablet [Eplerenon Stada],Branded Drug
40971172,OMOP2169134,eplerenone 25 MG Oral Tablet [Eplerenon Stada] Box of 100,Branded Drug Box
40886627,OMOP2084589,eplerenone 25 MG Oral Tablet [Eplerenon Stada] Box of 100 by Stada,Marketed Product
40846760,OMOP2044722,eplerenone 25 MG Oral Tablet [Eplerenon Stada] Box of 20,Branded Drug Box
40917519,OMOP2115481,eplerenone 25 MG Oral Tablet [Eplerenon Stada] Box of 20 by Stada,Marketed Product
41314584,OMOP2512546,eplerenone 25 MG Oral Tablet [Eplerenon Stada] Box of 50,Branded Drug Box
40823175,OMOP2021137,eplerenone 25 MG Oral Tablet [Eplerenon Stada] Box of 50 by Stada,Marketed Product
43750589,OMOP702718,eplerenone 25 MG Oral Tablet [Eplerenon Stada] by Stada,Marketed Product
